case,val_loss,val_dice_mean,val_iou_mean,val_precision_mean,val_recall_mean,val_dice_background,val_iou_background,val_precision_background,val_recall_background,val_dice_necrotic_non_enhancing,val_iou_necrotic_non_enhancing,val_precision_necrotic_non_enhancing,val_recall_necrotic_non_enhancing,val_dice_edema,val_iou_edema,val_precision_edema,val_recall_edema,val_dice_enhancing,val_iou_enhancing,val_precision_enhancing,val_recall_enhancing
BraTS2021_00495,0.15547696542408732,0.8536142905553182,0.7869944108857049,0.8870365983910031,0.8465892473856608,0.9912850360075632,0.9827580286396874,0.9888539446724786,0.9937362107965682,0.8672117520988125,0.8175436353968387,0.8609258677846994,0.9335811336835226,0.6758413431192091,0.5524130911109828,0.7229617089889144,0.6484930168661871,0.8801190786891513,0.79526287317276,0.9754048685232798,0.8105466564496359
