model,patient_id,dice_wt,dice_tc,dice_et,dice_mean_regions
3d_unet_monai,BraTS20_Training_003,0.022743140120154333,0.0035574576514573494,0.002531316852052818,0.009610638207888168
2d_unet,BraTS20_Training_003,0.6639711228173538,0.9230981256891909,0.867661691542508,0.8182436466830176
