case,val_loss,val_dice_mean,val_iou_mean,val_precision_mean,val_recall_mean,val_dice_background,val_iou_background,val_precision_background,val_recall_background,val_dice_necrotic_non_enhancing,val_iou_necrotic_non_enhancing,val_precision_necrotic_non_enhancing,val_recall_necrotic_non_enhancing,val_dice_edema,val_iou_edema,val_precision_edema,val_recall_edema,val_dice_enhancing,val_iou_enhancing,val_precision_enhancing,val_recall_enhancing
BraTS2021_00495,0.1416974812746048,0.8593036068810357,0.7914783822165595,0.8752945396635268,0.8661834597587585,0.9894518786006503,0.9792160789171854,0.9932588073942397,0.985745350519816,0.8678550753328536,0.8044224977493286,0.9063271549012926,0.8680029362440109,0.6935893288917012,0.5779825221333239,0.6456964297427071,0.7741127212842306,0.8863181206915114,0.8042924205462137,0.9558957748942905,0.836872849199507
