case,val_loss,val_dice_mean,val_iou_mean,val_precision_mean,val_recall_mean,val_dice_background,val_iou_background,val_precision_background,val_recall_background,val_dice_necrotic_non_enhancing,val_iou_necrotic_non_enhancing,val_precision_necrotic_non_enhancing,val_recall_necrotic_non_enhancing,val_dice_edema,val_iou_edema,val_precision_edema,val_recall_edema,val_dice_enhancing,val_iou_enhancing,val_precision_enhancing,val_recall_enhancing
BraTS2021_00621,0.4614741150289774,0.6699389256536961,0.6563978008925915,0.7669928558170795,0.668985778465867,0.9781781658530235,0.957366943359375,0.9762871526181698,0.9802127741277218,1.0,1.0,1.0,1.0,0.07657753226839088,0.04322425537565107,0.09168429633995873,0.0707303474122862,0.6250000011045066,0.6250000011045066,1.0,0.6250000011045066
