case,val_loss,val_dice_mean,val_iou_mean,val_precision_mean,val_recall_mean,val_dice_background,val_iou_background,val_precision_background,val_recall_background,val_dice_necrotic_non_enhancing,val_iou_necrotic_non_enhancing,val_precision_necrotic_non_enhancing,val_recall_necrotic_non_enhancing,val_dice_edema,val_iou_edema,val_precision_edema,val_recall_edema,val_dice_enhancing,val_iou_enhancing,val_precision_enhancing,val_recall_enhancing
BraTS2021_00621,0.4611095003783703,0.6650447361171246,0.6406997367739677,0.7827494069933891,0.6845671571791172,0.9725043028593063,0.9465295001864433,0.9827093780040741,0.9627185463905334,1.0,1.0,1.0,1.0,0.18767464169071565,0.11626941649013708,0.14828821750693452,0.27555009297798644,0.5000000017037904,0.5000000017037904,1.0,0.5000000017037904
